	caption
25594	Two people are racing a sidecar motorcycle in the mud .
25595	A man in a green-glow vest is standing next to an orange advertising sign .
25596	A man in a security vest stands by a sign .
25597	a man in a yellow hi-viz jacket is standing beside and orange sign .
25598	A security guard points at a sign .
25599	A security guard standing beside a bright orange advertisement .
25600	A bird is flapping its wings on the water .
25601	A brown duck with a green head flaps its wings in the water .
25602	A green headed mallard duck flapping its wings in the water .
25603	Duck flapping wings .
25604	Mallard duck swimming out in the water .
25605	A girl in a black and blue wetsuit is surfing .
25606	A woman , in a blue and black wetsuit , is water boarding .
25607	a woman surfer on a white surfboard riding a large wave
25608	A woman wearing a black and blue striped suit is surfing on a wave .
25609	A young woman is waterskiing
25610	Brown dog and two black dogs have three-way tug on red object , outdoors .
25611	Three dogs are all tugging on the same toy as they stand behind a house .
25612	Three large dogs , one brown and the others black , tussle over a red toy in the grass outside a building .
25613	two black dogs and a brown dog are tugging at a red object with their mouths .
25614	Two black dogs are tugging on a red toy that is in a brown dog 's mouth .
25615	A grey haired in a wetsuit poised in the water .
25616	A group of surfers in wetsuits are trying to catch a wave .
25617	A man is running through the water alongside others doing the same .
25618	A wave crashing through a group of people wearing wetsuits and goggles .
25619	The swimmers are getting ready to race wearing black swimmers .
25620	A female rugby player runs with a rugby ball during a match .
25621	A group of children wearing uniforms run along the field after one who is holding the ball .
25622	Children play football .
25623	Young people are engaged in a game .
25624	Young people in uniform are playing in a rugby game .
25625	A group of dressed-up people talking .
25626	a group of five young people all dressed in black in a dimlight room
25627	A total of five people in black clothes are having conversations in a plain white room .
25628	Three men and two women talking .
25629	Two groups of people dressed in black clothes and with brown hair , except for one blonde woman , hold separate conversations .
25630	A small girl in yellow slides down an orange slide .
25631	A young girl dressed in yellow sliding down a curvy , red slide at a playground .
25632	A young girl on an orange slide
25633	A young girl sliding down an orange slide
25634	Little girl sliding down an orange playground slide .
25635	A busy plaza with several people having conversations .
25636	A crowd of people stand talking in a business district .
25637	A group of people in winter coats stand in front of a large building .
25638	A small group of people is chatting in a city plaza .
25639	A street scene with people of many ages and backgrounds .
25640	A dog eats peanut butter out of a jar .
25641	A dog is eating peanut butter out of a jar .
25642	a dog licks the peanut butter jar .
25643	A small white and tan dog licking up peanut butter .
25644	The dog is licking inside the peanut butter jar .
25645	A boy is doing a skateboard trick outdoors .
25646	A man wearing a red shirt , hat and brown pants is on a skateboard going down a ramp .
25647	A skateboarder is performing a jump on a slope .
25648	a skateboarder jumps over a highway guard rail .
25649	Skateboarder jumping over a fence .
25650	A woman shows off a newborn baby to a young boy and girl .
25651	a woman holding a baby with two children around her
25652	Two children and an adult admire a newborn baby held by the adult .
25653	Two women , a little boy , and a baby .
25654	Woman holding baby and young girl and boy look on .
25655	A group of people posing for a picture .
25656	A man flirts with a woman in a white tank top .
25657	A woman in shorts and a white top is taking a picture with a digital camera as a young man watches .
25658	Pleople at a party , their backs to the camera .
25659	The man and woman are talking outside at night .
25660	A man and another person in shadow watch a street parade at night .
25661	A man sits while in the distance other men are shirtless wearing kilts .
25662	A man watching something that other people are doing .
25663	The man is standing on the sidelines looking at people holding blue signs .
25664	Two people watching the crowd in front of them .
25665	A group of people are looking at photographs on a wall and speaking to each other .
25666	A group of people at an art show of photographs
25667	A group of people talking and another group looking at photographs taped to the wall .
25668	People are gathered around and there are some photographs on the wall .
25669	Several people are standing in front of a white wall with pictures on it .
25670	a black and brown dog digging through the snow .
25671	A black dog is digging in the snow .
25672	A black dog is digging in the snow .
25673	A dog is rubbing its face in the snow .
25674	A large black dog rubs its face in the snow .
25675	The dogs play in the snow on hind legs .
25676	Two dogs jump on each other in the snow .
25677	Two dogs play and appear to be hugging in the snow .
25678	Two dogs playing in snow .
25679	Two dogs wrestle in the snow in a fenced-in area .
25680	Lambs on a grassy hill .
25681	There are three lambs : one white , one black , and one spotted .
25682	Three lambs are in a field .
25683	Three young sheep walk along the grassy hill .
25684	Young sheep in the grass .
25685	A black dog in snow is jumping off the ground to catch a stick .
25686	A dog jumping for a Frisbee in the snow .
25687	A dog jumps to catch a toy in the snow .
25688	A dog plays in the snow .
25689	Black dog jumping into the air to catch a toy in the snow .
25690	A brown dog in the snow has something hot pink in its mouth .
25691	A brown dog in the snow holding a pink hat .
25692	A brown dog is holding a pink shirt in the snow .
25693	A dog is carrying something pink in its mouth while walking through the snow .
25694	A dog with something pink in its mouth is looking forward .
25695	A bald man in a tank top riding bike through a city .
25696	A man on a bicycle sits at a stop light with headphones on .
25697	A man riding a blue bicycle on a main road stops at a stoplight .
25698	Man with sunglasses and headphones riding a bike .
25699	The man is riding his bike and listening to music .
25700	A person is being pulled by watercraft across the gleaming water .
25701	A person wakeboarding in the water .
25702	A wakeboarder .
25703	The man riding a board on calm waters is silhouetted by the sunlight .
25704	There is a man surfing at night .
25705	A woman in a red coat with a man in a white and black coat and a black dog in the snow .
25706	Two people and a dog are in the snow .
25707	Two people are interacting with a dog that has bitten an object one of them is holding .
25708	Two people are walking up a snowy hill with a dog .
25709	Two people playing on a snowy hill .
25710	A three person sky dive team in the air performing a stunt .
25711	Three people , wearing parachutes , are free-falling together through the sky .
25712	Three skydivers are in formation above the clouds .
25713	Trio of skydivers holding hands in sky .
25714	Two people are parachuting over white clouds .
25715	A brown dog wades through water and walks toward a rock .
25716	A dog has waded through shallow water to reach a rock outcropping .
25717	A light brown dog is splashing in the water with its paw .
25718	A small brown dog is about ready to exit the water after a swim .
25719	A yellow dog in shallow water .
25720	A baseball player swings at a baseball .
25721	A batter prepares to swing at a ball .
25722	Ballplayers in blue and white uniforms are on the field playing baseball .
25723	Catcher crouches behind baseball hitter .
25724	The man in the dark blue jersey is holding a bat , and the catcher is holding his mitt out .
25725	A lady sits on a porch swing in the yard while a girl sits on the ground by her .
25726	A woman and child sit on a bench in a yard covered with fallen leaves .
25727	A woman in a red shirt and bandanna and a girl in a blue shirt are sitting on a large swing in front of a house
25728	The mother and child have a personal moment in the yard .
25729	Womand and girl sitting on a wooden swing
25730	A woman in purple is on a purple bike wearing a blue and red helmet .
25731	A woman wearing a helmet rides her bike down a steep incline .
25732	a woman wearing purple on a purple bike doing a trick on a ramp
25733	The helmeted girl perches on a bike .
25734	The woman is performing a trick on a ramp with a bicycle .
25735	A black dog carries a tree branch through the woods .
25736	A black dog holding a small branch .
25737	A brown and black dog carries a precariously long stick in his mouth in the wooded area .
25738	A dog carries a large stick .
25739	A rottweiler carries a very long stick in his mouth through the woods .
25740	A man is sitting atop a mountain and looking down over a green valley .
25741	A man sits in a grassy area and observes the landscape below .
25742	A man sits on a cliff edge while looking out on the hills .
25743	A man sits on a hill overlooking the coutryside .
25744	A man sits on the edge of a cliff overlooking a deep valley .
25745	A group of people rest on a cliff overlooking a scenic view .
25746	A group of traveling people relaxing on top of a hill overlooking a range .
25747	A man and three women with backpacks , sitting on a mountain .
25748	Four people are sitting at the top of a hill .
25749	Four people relaxing on a grassy hill overlooking a rocky valley .
25750	A child in a tie dye shirt and one in a white shirt are on a climbing wall .
25751	A child in a Tye-dyed shirt is climbing a rock wall with another child .
25752	The children take a crack at rock climbing .
25753	Two children climbing a rock climbing wall .
25754	Two kids climb a rock wall .
25755	Boys wearing hats play in a soccer game .
25756	Soccer competition , with two boys in red and one in blue
25757	two children are playing soccer
25758	Two kids in red jerseys are playing soccer .
25759	Two uniformed boys play soccer .
25760	A few people sitting at the bottom of a grassy hill .
25761	A group of people rest near a hill and cliff .
25762	a group of people sitting on the side of a huge grassy mountain .
25763	A group of people sitting on top of a hillside .
25764	The green hilly countryside is where the people are gathered to sit down .
25765	A brown dog is lowering his head near a smaller white dog outdoors .
25766	A small white dog and a large brown dog .
25767	Small and Large dog playing in the field .
25768	The small dog teases the large dog in the field .
25769	Two dogs .
25770	A boy is airborne on his skateboard above a set of rails in an industrial setting .
25771	A boy with a skateboard if jumping in the air along some railway tracks .
25772	A man doing a skateboard trick over a railroad track .
25773	A skateboarder does a kickflip along the train tracks .
25774	A skateboarder doing a jump on train tracks .
25775	A downhill slalom skier leaning through a turn .
25776	A person skiing down a snowy hill .
25777	A person wearing blue , white , and red gear skiing down a steep slope .
25778	A skier making a sharp turn on a slope .
25779	The skier is sliding on his side as he attempts the slalom
25780	A shirtless man is doing a skateboard trick .
25781	A shirtless man rides a skateboard .
25782	A shirtless man skateboarding with his arms in the air .
25783	A shirtless man skateboards on a ledge .
25784	The skateboarder enjoys night skating at the skate park .
25785	a young girl jumping out of the water at a pool
25786	A young girl whips her hair over her head in a public pool
25787	Girl in swimming pool flinging her hair back over her head .
25788	Girl slinging water out of hair while in a pool .
25789	Little girl in watermelon swimsuit , emerges from pool and flips wet hair .
25790	A man wearing a gray swimsuit stands in the water amidst white waves .
25791	A surfer stands in a crashing wave .
25792	a surfer surfs .
25793	A young man in a swimsuit with water crashing behind him .
25794	Young man with black shorts jumping in the ocean waves .
25795	A goal defending the goal in a hockey game .
25796	A hockey goalie ready for the puck .
25797	A hockey player in a black and white uniform guarding the goal .
25798	A person guarding a hockey goal .
25799	The ice hockey goal keeper is dressed in a red strip .
25800	A group of people dressed up colorfully .
25801	A group of people stand while wearing bright and colorful costumes .
25802	Four people are standing in front of a white building wearing colorful costumes .
25803	People dressed in colorful Mardis Gras outfits pose very suggestively for the camera .
25804	People in colorful costumes and masks .
25805	A person in a green feathered costume is bending down in front of a woman with painted breasts .
25806	A woman in a green costume is standing in front of a topless woman with painted breasts .
25807	People in costumes are walking around in the street .
25808	Two people dressed in green and red costumes are outside on the sidewalk .
25809	Two people in lavish costumes standing on the street .
25810	A bare-chested man launches his skateboard off a ramp .
25811	A skateboarder attempts a trick with no shirt on .
25812	A skateboarder doing a trick on a handrail .
25813	a skateboarder grinds the rail .
25814	Teen does trick on skateboard while riding the rail .
25815	A person wearing protective gear on a snowboard in the air above snow .
25816	A snowboarder doing a jump on a K2 snowboard .
25817	A snowboarder is attempting a jump on a crafted ski run .
25818	a snow-boarder is performing a jump whilst riding on a pink snowboard .
25819	A snowboarder makes a jump and does a trick with his pink , blue & black board .
25820	A goalie blocks the puck while holding a white hockey stick .
25821	A hockey goalie crouches on the ice .
25822	A hockey goalie in a game on the ice .
25823	A hockey player tries to block the puck from the goal .
25824	Hockey goalie on his knees looking down
25825	A bicycler does tricks under an overpass .
25826	A bmx jumping into a drainage area .
25827	A boy on a bike does a stunt on a ramp filled with graffiti .
25828	A boy on a bike is doing a stunt high in the air .
25829	A stunt bicycle rider performs under an overpass covered in graffiti .
25830	A basketball player for Miami U. pushes forward .
25831	A basketball player runs while another tries to block him .
25832	A basketball player runs while dribbling the ball .
25833	Referee blows whistle as basketball player attempts to block another with the ball .
25834	The guy in the white uniform has a basketball in his hand .
25835	A basketball player dribbles the ball during a game .
25836	A basketball player wearing a white uniform is dribbling the ball on the court .
25837	A man wearing a white uniform dribbles the basketball during a game .
25838	A professional basketball player dribbles the ball around the opposing player .
25839	Basketball player pushes away opponent
25840	A biker gets high in the air against a skyline .
25841	A boy wearing a white helmet jumping on his bike .
25842	a cyclist is performing a jumping stunt in front of a city skyline .
25843	A man is in the air on his bicycle .
25844	A person doing a bicycle jump , a skyline in the background .
25845	An artist painting on a small canvas
25846	A woman standing on a lawn painting a picture .
25847	A woman wearing overalls standing at an easel painting a picture .
25848	Girl in blue coverall painting
25849	The lady holds her paintbrush next to the artist 's easel .
25850	A basketball player attempting to control the ball near the basket rim .
25851	A basketball player in a red uniform is trying to make a basket but is being blocked by the opposing team .
25852	A basketball player is scoring a basket .
25853	Two men jump up for the ball near the hoop in a basketball game .
25854	two teams playing basketball on a court in a stadium .
25855	A man is standing on a sidewalk in the background with a blurry image of another man in the foreground .
25856	A man stands at a busy bus stop .
25857	a man stands next to a bus .
25858	People in the city .
25859	People walking down the street and past an open bus .
25860	A band , wearing matching shirts , is playing music with a brick wall behind them .
25861	A group of men sing and play instruments .
25862	Band plays in tight quarters .
25863	Four band members singing and playing .
25864	Several men dressed in back jumpsuites sing and play instruments .
25865	A hockey player during a game .
25866	A hockey player in helmet .
25867	A hockey player looks intently downward .
25868	There is a hockey player in the middle of a game .
25869	This is a hockey player in a red and white uniform and a white helmet .
25870	A man in a orange shirt and white shorts playing tennis .
25871	A man playing tennis .
25872	There is a man in an orange shirt playing tennis .
25873	The tennis player holds his racket in preparation for the ball .
25874	The tennis player in the orange shirt is airborne whilst swinging his racquet .
25875	A man is performing an aerial skateboard trick on a ramp with several other people behind him .
25876	A person is riding a skateboard in the air above a ramp .
25877	A skateboarder does a trick off a wooden ramp as spectators watch .
25878	A skateboarder performs while others watch nearby .
25879	The skateboarder is taking a jump .
25880	A child is wearing a blue hat and snowsuit with red skis on their feet .
25881	A child skis across the snowy ground .
25882	A small child in a blue hat and coat skis on the snow .
25883	a young skier looks at the camera .
25884	There is a little child in a snowsuit on red skies in the snow .
25885	A woman , covered in a red and blue shawl , smoking a cigarette , eyes closed .
25886	A woman with a black sweatband is wrapped in a blue , red and yellow blanket and is smoking .
25887	A woman with a headband wearing a blue , yellow and red hooded jacket .
25888	The woman with a colorful blanket is smoking a pipe .
25889	The woman wrapped a flag around her body and burned incense .
25890	A girl is standing on a graffiti covered stone with something in her mouth .
25891	A girl is standing on a painted slab of cement and twisting her body to look up at the camera .
25892	A girl poses for the camera , with her mouth open and a yellow stick coming out of it .
25893	A girl stands on a graffitied wall , her head skewed sideways .
25894	The girl in the jacket is on the cement with a sucker in her mouth and a bike to the right .
25895	A boy playing basketball , trying to block a shot .
25896	One basketball player in a white uniform jumps up to block another player in a blue uniform with the ball .
25897	The boy in blue has the ball , and the boy in white is airborne .
25898	The boys play basketball .
25899	The opposing basketball players are making a play with an audience nearby .
25900	A male on Rollerblades skating down a railing next to stairs .
25901	A man is rollerblading down a white railing beside a red brick building .
25902	A man is skating down a rail above some steps .
25903	A man slides a skateboard down a stair ramp .
25904	An in-line skater grinding on a rail .
25905	A boy wearing mirror sunglasses .
25906	A boy wears sunglasses .
25907	A chubby faced boy with sunglasses .
25908	A little boy with his sunglasses on .
25909	Young boy wearing sunglasses , and a brown shirt with black swirls .
25910	A black dog is chasing a tan and white dog on a sunny day .
25911	A black dog is running behind a brown and white dog across a low cut field .
25912	A brown and white dog runs through the grass chased by a black dog .
25913	Two dogs chase down a mowed grass field .
25914	two dogs running in grassy area
25915	A bicyclist in blue goes up a hill by the woods .
25916	A person is riding their bike on a trail next to the woods .
25917	A woman rides her bike up a hill near the woods .
25918	A woman in a blue jacket is riding a bicycle on a woodland path .
25919	A woman mountain biker with a backpack bikes up a hill .
25920	A black and tan dog running in a field
25921	a brown and black dog running through a large grassy field .
25922	A dog gets ready to catch something in the grass .
25923	A tan and black dog runs over a green field with its mouth open .
25924	The tan and black dog is running across the grass .
25925	Two asian men walking down the street holding red bags .
25926	Two Asian men walking with red bags
25927	Two men are carrying red bags on the street beside a white metal fence .
25928	Two men walking by a fence holding red shopping bags .
25929	Two men walk together outdoors carrying red bags from a store .
25930	Children with painted red faces being sprayed with water , on grass .
25931	The two children are being sprayed by water
25932	Two children playing in a spray of water .
25933	Two children standing in the grass being sprayed by a hose .
25934	Two indian children are being squirted by a jet of water .
25935	A dark-haired man in a red t-shirt , with a beard , playing the guitar in a park .
25936	A man in a red shirt plays guitar in a park .
25937	A man is sitting and playing guitar on the grass .
25938	a man sitting in the grass , playing his guitar , wearing a red shirt
25939	a man wearing red plays his guitar on the grass .
25940	A group of children wearing blue and yellow uniforms put their hangs together .
25941	A soccer team with blue jerseys is huddled together with their hands touching above their heads .
25942	A young flag football team are huddled together .
25943	Boys huddle during a soccer game .
25944	Soccer players in blue before a game .
25945	A dirt bike rider is in the air pulling off a trick .
25946	A dirt biker who is sideways in the air having come off of a dirt jump .
25947	A motorbiker racer performs an aerial stunt as he flies over a dirt hill in the woods .
25948	A person on a dirt bike doing a trick over a hill .
25949	A person on a dirt bike soaring through the air sideways .
25950	Two asian girls dressed in black pose for a picture in front of dry trees .
25951	two asian girls with long bangs covering their eyes
25952	Two Asian women dressed in black .
25953	Two girls in black dresses .
25954	Two girls in black dresses are standing next to each other in front of browm trees .
25955	A boy in a black cap break dancing
25956	A young adult dances on his hand .
25957	Guy break dancing on brick floor in front of students ' union .
25958	One man watches while another breakdances , balancing himself for a moment on one hand .
25959	The male teenager is break dancing on the red and black tiled floor .
25960	A brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow .
25961	A dark brown dog is biting at a lighter brown colored dog .
25962	The dog with the red collar is bearing its teeth at the dog with the blue collar .
25963	Two dogs are on a white carpet with one of the dogs showing its fangs .
25964	Two dogs , one with mouth open .
25965	A helmeted boy flies through the air on a snowboard .
25966	A snowboarder balancing on a wall
25967	A snowboarder in green grinds along the edge of a rail at night .
25968	a snowboarder wearing a green jacket jumping a green rainling
25969	A snowboarder wearing a green jacket jumps above a low gate .
25970	A man in a swimsuit walks on a tightrope .
25971	Man falling off a tightrope
25972	The men are walking barefoot on a tightrope .
25973	Two students try to walk a tightrope on a campus quad , but one falls off .
25974	Young people practice walking on the high wire .
25975	A boy jumps off of an open air staircase .
25976	A person jumping off of an outdoor staircase .
25977	A person jumping step railing .
25978	Boy wearing a blue hoodie jumps over a stair railing .
25979	The young man wearing a blue sweatshirt and blue jeans is hopping over the railing on the fence .
25980	Girls huddle in field of plants , one holding leaf bundle .
25981	The two asian girls smile at the camera in the field of yellow flowers .
25982	Twho girls pose behind yellow wildflowers .
25983	Two Asian girls are sitting in a flower field .
25984	Two young ladies are sitting in some yellow flowers and smiling .
25985	A guy gettin some air on a skateboard
25986	A man rides a skateboard up a sloped concrete surface and into the air .
25987	A skateboarder flies through the air by the side of the road .
25988	A skateboarder is in the air after skating up a cement ramp .
25989	a skateboarder jumping on a wall with a mountain in the background
25990	A skier in yellow pants goes down a slope .
25991	A skier swishing down a mountain trail .
25992	A skier wearing bright yellow pants is skiing down a snowy mountain .
25993	Person in black jacket and green pants skiing downhill
25994	Someone skiing down an empty mountain .
25995	Two girls are riding camels while another girl looks at them .
25996	Two girls on camels
25997	Two people each riding a camel with one person with back to camera in front .
25998	Two women ride camels , while a third watches .
25999	Two young girls are riding beige camels as another lady wearing a purse watches .
26000	A boy and a girl ride on two seperate camels .
26001	Two females ride camels backs .
26002	two girls ride camels .
26003	Two kids are riding camels nearby rural structures overlooked by mountains .
26004	Two kids on camel back in desert
26005	A boy in a dusty alley playing stickball .
26006	A boy swings a piece of wood .
26007	A child swings a bat next to a stone wall .
26008	A young boy wearing a blue visor swings a bat .
26009	A young boy with a visor on plays ball with his bat in the street .
26010	A girl is crouching on a skateboard next to a brightly colored wall .
26011	A girl on a skateboard is riding on a cement ledge next to a fence .
26012	A girl 's hair flips up while she rides down the stairs on a skateboard .
26013	A girl with her hair flying up from her head poses on a skateboard
26014	A skateboarder 's hair flies through the air .
26015	A group of boys playing street soccer .
26016	A group of young kids watch a group of older kids play soccer on a city street .
26017	Children play soccer on a narrow city street .
26018	Kids outside on the street playing soccer .
26019	The boys are playing a game of soccer on their neighborhood street .
26020	A white dog carries a bottle in its mouth through the snow .
26021	A white dog carries a soda bottle on the snowy ground .
26022	A white dog in the snow carries a plastic Mountain Dew bottle in its mouth .
26023	A white dog runs through the snow with a Mountain-Dew bottle .
26024	The white dog is drinking mountain dew in the snow .
26025	Lots of people are playing in the river that runs through the city and in the sandy park beside it .
26026	Lots of people play in the water at the beach .
26027	Many people are on the beach next to palm trees .
26028	Many people are spread out along a beach or lagoon enjoying themselves .
26029	People on a beach .
26030	people are walking in an industrial area
26031	An ant 's-eye-view of people walking along a street
26032	Many people are walking in the city near tall buildings .
26033	several people walking on a busy sidewalk
26034	The feet of a group of pedestrians in an urban area .
26035	A man in a grey winter hat and purple sweatshirt skateboarding .
26036	A man Rollerblades on a skate course .
26037	An inline skater wearing a purple jacket is performing a trick on a ramp .
26038	guy rollerskating on skate ramp
26039	Man with purple sweater at the top of a skateboard ramp .
26040	A crowd of women and children looking at the photographer .
26041	A group of African women and children wearing brightly colored clothes .
26042	A group of colorfully clothed people are sitting in a market .
26043	Numerous African Americans wearing various types of clothing .
26044	People from an African village are sitting on the ground .
26045	A group of dark skinned children are sitting beside a red metal container .
26046	A group of kids sitting against a large red dumpster .
26047	a group of people sitting outside in the dirt on the ground .
26048	A large group of people sitting near a shipping container .
26049	Two sub Saharan African girls in purple dresses sit on the ground .
26050	A boy on a black surfboard riding the wave on his stomach .
26051	A child in a red shirt is using a black wakeboard to splash over a beach wave .
26052	A kid with read hair boy boarding in the ocean
26053	A young boy with a red shirt surfing on a black surfboard .
26054	A young child wearing a red t-shirt rides a surfboard over a wave .
26055	A climber on a snowy mountain
26056	A climber with a yellow backpack walks along the ridge of a snowy mountainside .
26057	A man climbs a snowy mountain .
26058	A mountain climber with a yellow backpack is walking on the side of a mountain .
26059	A person cycling through snowy mountains .
26060	Two bandmates in white play guitar .
26061	Two men are playing guitars together
26062	Two men in white play guitars .
26063	Two men in white suits are playing electric guitars .
26064	Two musicians in white suits play guitars while surrounded by associated gear and a red curtain .
26065	A person on a snowboard jumps over a cliff in the snow .
26066	A skier flies over a cliff .
26067	A skier wearing red flies off the edge of a snow covered rock .
26068	A snowboarder clears the air over a snow-covered cliff .
26069	This person is snowboarding off a hill .
26070	a family standing in a rock cave with some of their belongings in the background
26071	An Afican American woman standing behind two small African American children .
26072	An African woman stands with her two children under a boulder .
26073	A woman and two children pose for a picture under some rocks .
26074	A woman in purple with two children in the mouth of a cave .
26075	A group of people on the slopes , a person is skating boarding , and a bunch of people are surrounding him .
26076	Airborne snowboarder in front of a crowd .
26077	A snowboarder in the air as others watch .
26078	a snowboarder jumps high .
26079	A snowboarder jumps while spectators watch .
26080	A boy is rollerblading in a skate park .
26081	a young boy is rollerblading across a wide open space .
26082	A young boy rollerblading in a cement skate park .
26083	A young inline skater balances with outstretched arms as he skates over the pavement .
26084	A young inline skater takes a spin in the skate park .
26085	A boy doing a skateboard trick
26086	A skateboarder is balancing on a wall while a group of other boys watch .
26087	A skateboarder on a ramp , doing a trick .
26088	The boy is performing a trick on a skateboard .
26089	The skateboarder in the white shirt balances on the ledge as the others look on in the background .
26090	A group of men are standing on a desert road whilst one man hands a blue box to another .
26091	A man handing a box to a group of men .
26092	A man is handing a box to another man in a group .
26093	A man wearing a backwards blue cap hands something to one man in a line of men .
26094	Older black man handing small blue object to group of younger black men , outdoors .
26095	African American men receiving plates of food out of a window .
26096	A group of men wait in line to recieve food at a window .
26097	A man wearing a red striped shirt reaches for a plate of food while others wait .
26098	Five men are getting plates of rice from a small home restaurant
26099	People in line for plates of rice .
26100	A boy and a girl are riding on a camel in the sand on the beach .
26101	A woman and child riding camels near the ocean .
26102	Children riding on a camel by a body of water .
26103	Two girls ride on the hump of a camel .
26104	Two young girls ride a camel near water .
26105	A hiker is walking up the mountain on a snow-covered road .
26106	A man in black carrying an orange backpack stands next to a red backpack that is laying in the snow .
26107	A man stands at dusk on an almost-pristine , snowy road , lit only by headlights .
26108	A person stands in the snow at the edge of a mountain .
26109	A traveler on a snowy road
26110	a girl and a woman ride a camel .
26111	People ride two camels at the beach .
26112	Two camels are walking along the beach carrying two girls .
26113	Two children , sitting on the backs of camels , near the ocean .
26114	Two people are seated on a camel while another camel is in the foreground .
26115	Two blonde female wrestlers in the ring .
26116	Two female professional wrestlers are in a ring in the air and about to hit the floor .
26117	Two female wrestlers with long , blonde hair , fighting in front of a crowd .
26118	Two women wrestle in front of a crowd .
26119	Two women wrestling in an arena .
26120	A boy looks up into a woman 's face .
26121	A child embraces its mother 's red coat .
26122	A child puts his hands to the belly of a woman in a red coat .
26123	A young boy is touching the stomach of a pregnant woman .
26124	The woman in the red jacket looks at the child in a green jacket .
26125	A girl with a cigarette in hand and a guy with a green hat wave at the camera .
26126	A man and a woman show their tatooed hearts on their wrists
26127	a man and woman hug .
26128	A man in a green Celtics hat and a woman wearing a black sweater display identical tattoos on their right wrists .
26129	There is a man and woman holding up their arms and showing their heart tattoos .
26130	Men stand on horses .
26131	One man in blue tunic and one man in yellow tunic standing on the backs of three horses .
26132	two guy standing on horses , while a crowd watches
26133	Two men riding three horses wave their arms in the air .
26134	Two people are standing on three horses as part of a parade .
26135	A small dog walks with men in the city .
26136	some people waiting to cross a busy street in Portland Oregon .
26137	The people await to cross the street while walking the dog .
26138	Three guys are waiting to cross the street . One has a dog .
26139	Three people wait to cross a city street and one has a dog on a leash .
26140	A skier doing a flip in a wooded area .
26141	A skier on red skis is flipping upside down between two trees .
26142	Person on skis upside down caught between two trees
26143	Skier jumps high in front of trees in snowy winter landscape .
26144	The skier is doing a flip through some trees
26145	A man in a yellow outfit riding a yellow motorcycle .
26146	A motorcyclist in yellow .
26147	A motorcyclist in yellow and white rides his bike .
26148	A yellow motorcycle drives down the road .
26149	A yellow motorcycle is being ridden on a racetrack .
26150	a bunch of people drinking at a bar in a club .
26151	A man is smiling with one hand on his forehead at a crowded bar .
26152	A man wearing a black jacket and white shirt is talking to a woman at a bar .
26153	The people are gathered at a bar .
26154	Various people are talking together at a bar .
26155	A man doing a wheelie on a dirt bike .
26156	a man in a blue jumpsuit popping a wheelie on a motorcycle .
26157	A man on a motorcycle pops a wheelie in the dirt .
26158	"A motorcyclist "" pops a wheelie "" in a grassy field framed by rolling hills ."
26159	The man is doing a wheelie with a motorcycle in mostly barren ground
26160	A brown and white dog bares his teeth in the snow .
26161	a brown and white dog growling in the snow
26162	A mean looking dog is in the snow and showing his teeth .
26163	A tan a white dog bears its teeth in the snow
26164	The dog is in snow , and has a stick in its mouth .
26165	A black-striped cat is looking at a cord it has pinned with a paw .
26166	A cat licks itself on a tile floor .
26167	A striped cat is on the pathway .
26168	A tabby cat licking its left front leg .
26169	Closeup image of a cat licking his front leg .
26170	A bunch of people walking down the street .
26171	Adults and children dressed for cold weather in a road race .
26172	A group of people run down a city street .
26173	Many people are jogging along the street by a green fence .
26174	Many people run in a race on a street .
26175	A person is holding a camera while a skier does a trick .
26176	A skier doing a trick by a snow mound while a man films it with a camera .
26177	a skier is being filmed by a man with video camera on a jib .
26178	A skier wearing blue snow pants is flying through the air near a jump .
26179	A skier stands on his hands in the snow in front of a movie camera .
26180	Two dogs and a truck .
26181	Two dogs on their hind legs interlocking their front legs .
26182	Two dogs play on the grass .
26183	Two dogs , the white one standing on a Frisbee , playing together on grass .
26184	Two furry tri-colored dogs playing in the grass .
26185	There are two dogs in the snow and one has something in his mouth .
26186	Two dogs are playing in the snow .
26187	Two dogs , one holding something in its mouth , in the snow .
26188	Two dogs on the beach .
26189	Two dogs walk in the snow , the larger dog has a fish in his mouth .
26190	A goalie tries to block the puck in a hockey game .
26191	A hockey goalie stops the puck .
26192	People playing hockey .
26193	Several hockey players move toward the puck next to a goal .
26194	Two hockey teams compete .
26195	A dog runs in the snow .
26196	An off-white dog has his mouth open as he bounds through the fenced-in snowy area .
26197	A white dog runs past a fence on a snowy day .
26198	A white dog with a black collar runs in the snow .
26199	A white poodle is running in the snow , near a chain link fence .
26200	a lone skier skiing through the snow .
26201	A man in a red jacket is skiing .
26202	A man skiing wearing goggles .
26203	A skier races down a mountain in an orange jacket .
26204	A skier in a red coat going down a hill .
26205	A boy in a blue and white tie dye t-shirt is skateboarding on the railing of a building .
26206	A boy in a tie dyed shirt is riding a skateboard down a railing .
26207	A kid is skateboarding on a handrail .
26208	A skateboarder goes down a stair railing .
26209	A teenage boy in rides a hand-railing on a skateboard outside a columned brick building .
26210	A bike rider in the air with the sky as background .
26211	A boy jumps on his bike .
26212	A kid riding a bike jumps up and does a trick in midair .
26213	A stunt biker leaps into the air beside the setting sun .
26214	The person is doing a trick on a bike at dusk .
26215	A bicyclist is in midair on a cloudy day .
26216	A man on a bicycle , airborne .
26217	A man on a bike in midair
26218	A man on a bike in midair
