	image	caption
25822	2586532797_dcf22a5021.jpg	a black dog is holding a black bird in his mouth 
25823	561179890_af8e31cb2e.jpg	a man dressed in warm clothes stand before a bridge that traverse a river 
25824	155221027_b23a4331b7.jpg	two men with colorful parachute have just landed in a field 
25825	3283897411_af9d0b497d.jpg	child holding an object that is on fire 
25826	2720215226_5a98ff2bd3.jpg	a black dog with a ribbon on is standing in front of some other award ribbon 
25827	3309082580_7228067ee0.jpg	a biker dressed in white ride through the forest 
25828	3437273677_47d4462974.jpg	a man and a woman are sitting down and eating 
25829	3503471307_464a8f588c.jpg	a boy performs a onehanded trick on his bicycle by a rundown building 
25830	3693961165_9d6c333d5b.jpg	a large black dog run along a fence in the grass 
25831	3535372414_4c51c86fc4.jpg	old lady and little girl stand in front of purple flower 
25832	2358561039_e215a8d6cd.jpg	three dog pulling a man on a bicycle through the snow 
25833	2938120171_970564e3d8.jpg	a large dog sniffing a smaller dog outside 
25834	3361411074_83f27d2a1c.jpg	a brown and white dog is running up a grassy hill 
25835	3305895920_100a67d148.jpg	three basketball player in white are defending against the attacking player with the ball in orange 
25836	464506846_1734302b58.jpg	a dog in a grassy park jumping and playing 
25837	2521938802_853224f378.jpg	the baseball player hold up his bat ready to swing 
25838	2847615962_c330bded6e.jpg	a dog lay on a mattress on the porch 
25839	3428038648_993a453f9e.jpg	a boy playing with a racquet 
25840	989754491_7e53fb4586.jpg	a young girl with goggles and floaties pose for the camera a she play in a pool 
25841	2521983429_33218366bd.jpg	a man and a dog on rock on a beach 
25842	533979933_a95b03323b.jpg	a boy holding an oar walk through the ocean 
25843	365128300_6966058139.jpg	a group of people are rafting on river rapid 
25844	497579819_f91b26f7d3.jpg	a terrier stand in a field of grass and daisy
25845	3403797144_53e49412ec.jpg	a surfer is riding a wave in a large body of water 
25846	2473293833_78820d2eaa.jpg	young boy wearing a denim shirt stick out his tongue 
25847	2602679255_785b851b46.jpg	a woman wearing a brown costume and fuzzy black wing is riding a bike
25848	3009383694_e045c6169e.jpg	a man is bungee jumping from a platform whilst being watched by someone above him 
25849	2465691083_894fc48af6.jpg	a dog swimming in water towards the camera 
25850	400562847_e15aba0aac.jpg	a brown dog carry something in his mouth while walking through snow 
25851	952171414_2db16f846f.jpg	a group of four people conversing next to a bus
25852	3585488964_1467945775.jpg	two large white dog and one large tan dog in a red collar run along a beach 
25853	3333826465_9c84c1b3c6.jpg	two young boy are posing for a picture with a character from the power ranger 
25854	386160015_d4b31df68e.jpg	a brown dog playing play wrestling with a black dog on snow covered land 
25855	3319723910_af5b5f1fae.jpg	a guy on skateboard  doing a trick 
25856	3397310901_cbef5c06ef.jpg	a bicyclist ride on ramp 
25857	2818735880_68b3dfe1f5.jpg	a group of dog run down a path through dry grass and bush 
25858	2629334536_11f2d49e05.jpg	a young girl play on a swing
25859	3242007318_01e82171aa.jpg	two woman standing in front of a large brick building 
25860	353180303_6a24179c50.jpg	a woman in a fancy costume is fixer her makeup in front of a mirror 
25861	470887781_faae5dae83.jpg	a crowd of people remember the armenian genocide from 1915 to 1923 
25862	3701291852_373ea46bb6.jpg	two people are silhouetted against a lake reflecting a painted sky 
25863	3357937209_cf4a9512ac.jpg	a black sheep with three white dog 
25864	3677860841_3aa9d8036c.jpg	a boy and a girl playing in the pool on a sunny day 
25865	3017521547_f5ef8848e3.jpg	two woman playing field hockey 
25866	2620113705_a8fa89b8f6.jpg	a white and brown dog sitting in the grass 
25867	282116218_7fd7583d6e.jpg	a dog run in a yard with a deflated ball in it mouth 
25868	3017656907_c3b137e070.jpg	three people racing on ice skate 
25869	3430100177_5864bf1e73.jpg	a group of people are gathered on a sidewalk in front of a store nearby a littered street 
25870	3336682980_1082a66878.jpg	a woman holding a baby with two child around her
25871	1248734482_3038218f3b.jpg	girl in pink shirt with white writing lying in grass 
25872	3523920786_0eb63993fd.jpg	black dog in a bandanna run down a dirt road 
25873	2374247382_023a86b9ca.jpg	a toddler is sitting on a wooden horse and smiling 
25874	3377117696_af91f13058.jpg	a person doing trick on a slope 
25875	3220151692_d398ef9779.jpg	two sumo wrestler are fighting in a ring 
25876	3490867290_13bcd3a7f0.jpg	an indian boy look at a black cow whilst a woman in a blue and green sari look away 
25877	3417143124_6feb8290cc.jpg	a woman wearing a plaid dress standing on the sidewalk next to a white dog
25878	3671851846_60c25269df.jpg	a woman holding a white dog point at a brown dog in the grass 
25879	2648310638_d6c576b5e4.jpg	the woman in the white hat and blue short is jogging in the bicycle lane on a mountain road 
25880	2664102751_d5a737a566.jpg	a parachuting man get ready to land 
25881	3678100844_e3a9802471.jpg	a woman with dark hair is wearing a green sweater 
25882	895502702_5170ada2ee.jpg	a black and white dog is chasing a ball on an open plane 
25883	3341961913_9a9b362f15.jpg	the ice hockey goal keeper is dressed in a red strip 
25884	1465666502_de289b3b9c.jpg	a black dog wearing a red collar is dragging a rope though a river 
25885	2902844125_4186bf3ab6.jpg	the boy in the yellow shirt is riding a skateboard along a red bar 
25886	2797511323_bf20acab45.jpg	a white dog carry a white ball in it mouth 
25887	1448511770_1a4a9c453b.jpg	a white dog jump really high to get his fribee 
25888	3320032226_63390d74a6.jpg	the small girl in the hello kitty glove and red snowsuit smile while sitting on a large snowball 
25889	534200447_b0f3ff02be.jpg	two girl playing catch on a lawn
25890	2847859796_4d9cb0d31f.jpg	a young girl swimming in green goggles
25891	2746072388_b127f8259b.jpg	a very messy baby eating a cake 
25892	755326139_ee344ece7b.jpg	the girl is leaning back and splashing water with her hair 
25893	3344798356_5cc41f7939.jpg	there is a little child in a snowsuit on red sky in the snow 
25894	2444821454_22a346c996.jpg	a dog is on his hind leg and a frisbee is near the ground 
25895	3577309234_c952c2af86.jpg	a black bird is in midflight swooping downwards 
25896	2372763106_ddea79d36e.jpg	a black dog running in a race 
25897	933118213_b35b0b62a7.jpg	the child wearing a cap is holding a fishing pole 
25898	2332986053_864db84971.jpg	a man in an orange shirt and a blue hardhat smile 
25899	2988244398_5da7012fce.jpg	a little boy in denim overall slide down an orange slide 
25900	756004341_1a816df714.jpg	two young child wearing sunglass
25901	2378149488_648e5deeac.jpg	boy with a red crown in a shopping cart 
25902	2949353587_64c54e9589.jpg	a brown dog with a white covering in it mouth
25903	228949397_9e63bfa775.jpg	a kid is going down a big water slide 
25904	3057770908_3fd97f79f9.jpg	a little girl wearing a blue shirt and blue checkered short is swinging on a rope swing outside 
25905	3105315670_5f86f73753.jpg	a woman wearing a cap on a wintry street 
25906	3322389758_394c990b6a.jpg	a black dog run out of the water with a stick in it mouth 
25907	272283076_2d4aa1d5cf.jpg	the man with the two small bandage on his middle finger is climbing a rock 
25908	3704698586_a42c25d0c1.jpg	men race their bike on a road 
25909	2868575889_2c030aa8ae.jpg	a man in an orange shirt flip his skateboard on a suburban street 
25910	2417623030_afdc1024b5.jpg	two young couple posing for a picture in exercise clothing 
25911	293151893_ee7249eccb.jpg	two dog running on land along the water 
25912	2136514643_93d8f75a77.jpg	a teenage girl walk past another with a cellphone 
25913	297285273_688e44c014.jpg	kid play on rock lining the coastline of a location with a nearby ferry 
25914	240696675_7d05193aa0.jpg	a brown dog run along a path in the grass 
25915	241346971_c100650320.jpg	a football player in blue and one in red play in a game 
25916	758921886_55a351dd67.jpg	a young girl in inside a tunnel 
25917	887108308_2da97f15ef.jpg	a child walk while holding an adult s hand 
25918	3634281981_d9cf1d1a33.jpg	mountain biker approaching a cliffside vista
25919	3132760860_3e743a935d.jpg	a wakeboarder is leaping into the air whilst holding onto a yellow rope 
25920	3208571574_6dc1a461c5.jpg	men in suit and tie walking downsteps
25921	2238166082_140f8b01b8.jpg	girl wearing purple jacket ride a red snow sled 
25922	3511062827_cd87871c67.jpg	a dog bite purple fabric 
25923	3433259846_800a6079f0.jpg	a girl in her ballet class
25924	2733659177_d74a00995b.jpg	a blond child is laying on a branch of a tree in a green field 
25925	2475300106_b8563111ba.jpg	a brown dog is running through a wooded area 
25926	2097489021_ca1b9f5c3b.jpg	young girl waving turquiose leotard and pink tutu with wing waving wand 
25927	2621415349_ef1a7e73be.jpg	a man wearing sunglass and a red cap putting a chip in his mouth 
25928	1876536922_8fdf8d7028.jpg	two dog carry one object while wading in the ocean 
25929	2452334314_a7c443a787.jpg	a rider on a white horse is in the middle of a jump over a hurdle 
25930	348380010_33bb0599ef.jpg	a brown dog lie on it back in the grass  holding a ball in it mouth 
25931	295433203_8185c13e08.jpg	two wet dog 
25932	1287920676_d21a0b289b.jpg	the dog are joined together with a red harness 
25933	2543247940_083f1b7969.jpg	a white dog with a collar and leash is about to chew on a stick 
25934	3497224764_6e17544e0d.jpg	the lady is taking note 
25935	1244140539_da4804d828.jpg	a black and brown dog is laying on a white shaggy carpet 
25936	3482668767_66004ce736.jpg	the people are showing their face through frame 
25937	2085557551_7a88d01d4e.jpg	a boy holding kitchen utensil and making a threatening face
25938	2865376471_43c5e6b941.jpg	two dog are being led into a building on leash 
25939	3221815947_76c95b50b7.jpg	a horse is in midair in a corral 
25940	2866529477_7e0c053ebc.jpg	some swimmer in the water 
25941	3082196097_2d15455b00.jpg	a singer singing on stange with a guitar player in the background 
25942	2867937005_91c092b157.jpg	a girl in a pink tutu standing on her head 
25943	300539993_eede2d6695.jpg	a dog chew on a stick 
25944	3508637029_89f3bdd3a2.jpg	two woman playing softball  one with sunglass on 
25945	3613175012_bcd063e7c9.jpg	four people walking down the street and one is trying to jump in a shopping cart 
25946	3517362674_0f5296de19.jpg	a little girl close her eye and blow through a bubble wand 
25947	3006926228_cf3c067b3e.jpg	the man and one of the woman have their hand raised 
25948	3585117340_73e96b6173.jpg	a pile of dog sleep on a blue dog bed 
25949	97406261_5eea044056.jpg	a dog and cat are fighting on a chair 
25950	2069279767_fb32bfb2de.jpg	two men are sleeping on makeshift bed on the side of a cliff 
25951	3329289652_e09b80e2f3.jpg	the boy are playing with lego 
25952	2058472558_7dd5014abd.jpg	a girl in a flower dress is running on sand 
25953	1187435567_18173c148b.jpg	a small brown and black dog
25954	241346402_5c070a0c6d.jpg	a man in a baseball hat and sunglass watching an event in a crowd 
25955	2462702522_1b25654762.jpg	a little boy start to toss a mini basketball 
25956	2410562803_56ec09f41c.jpg	three young people sit outside and engage with electronic device 
25957	3422979565_e08cd77bfe.jpg	people milling around the information booth 
25958	86542183_5e312ae4d4.jpg	two kid play hockey on a pond 
25959	2713897716_c8cd610360.jpg	a black and white dog playing with a broken volleyball
25960	2824922268_3fafb64683.jpg	a dog is on the grass shaking himself dry 
25961	2935703360_4f794f7f09.jpg	a dog is running in and out of a line of post on an obstacle course 
25962	3409947123_a8d07edecf.jpg	a carnival midway at night 
25963	3645080830_1d9ee2f50a.jpg	a man doe a trick on his skateboard in an urban setting 
25964	2286236765_2a63eeb550.jpg	a man watch a small child in pink 
25965	3403370354_5d266873b4.jpg	a young man splash in the water  holding a canned soda
25966	624742559_ff467d8ebc.jpg	a child playing on a playground play set 
25967	1470061031_4cb59c12a8.jpg	two pale brown dog tussling on paved ground 
25968	2883950737_3b67d24af4.jpg	two woman stand in the sand in their bikini 
25969	3107513635_fe8a21f148.jpg	a train station say  tychy miasto 
25970	2774554310_007e980a90.jpg	the woman wearing pink pant ha a tattoo of a butterfly on her back 
25971	500446858_125702b296.jpg	white fluffy dog running in the dirt 
25972	3050114829_18bc5a6d7c.jpg	a person is surfing under a large wave 
25973	3016708786_3591106cca.jpg	two young men pretend to attack a third man with a colorful prop knife 
25974	3184112120_6ddcd98016.jpg	three people are near a tree and the woman touch one of the men s face 
25975	2640000969_b5404a5143.jpg	brown dog jumping into the pool
25976	3564312955_716e86c48b.jpg	a young dark haired girl in a pink and white swimsuit smile a she lie in three inch deep water 
25977	300314926_0b2e4b64f5.jpg	a waterskier is jumping through the air whilst holding onto the line 
25978	1007320043_627395c3d8.jpg	the small child climb on a red rope on a playground 
25979	578274277_652cae32ba.jpg	a boy with floatlys get ready to jump in the pool 
25980	470373679_98dceb19e7.jpg	people look out the window at mountain 
25981	3362805914_72f60ee8cb.jpg	a girl doing a back bend 
25982	109738916_236dc456ac.jpg	several people are taking a break while on a snowmobiling ride 
25983	2618322793_5fb164d86a.jpg	a boy swing in the air 
25984	2800934095_b84a5009dd.jpg	the small brown dog is running through the grass with a yellow ball in it mouth 
25985	2313230479_13f87c6bf3.jpg	a brown dog and black and white dog run along the green grass 
25986	1131800850_89c7ffd477.jpg	a white and brown dog shaking it self dry 
25987	381239475_044cbffa2b.jpg	a dog swim in water with a blue and green tennis ball in it mouth 
25988	3475581086_a533567561.jpg	a girl in a green and pink outfit attempt to climb a wall made for kid 
25989	285306009_f6ddabe687.jpg	a man in a tshirt  short and cap  sitting on a park bench  reading a paper 
25990	3595992258_6f192e6ae7.jpg	a brown dog is running on a rock 
25991	2709683703_5385ea9ef4.jpg	a young man squirt water from a water gun into a dog s mouth 
25992	217583047_5e93e1e119.jpg	a man sits in a rowboat alone on foggy water 
25993	2225231022_1632d0a5aa.jpg	three student standing together in front of a stairway 
25994	2853205396_4fbe8d7a73.jpg	a white dog run across the water 
25995	3562816250_6e14d436b1.jpg	a person sits in a yellow kayak on the water with their little dog 
25996	2090723611_318031cfa5.jpg	large fluffy grey dog standing in grass in front of a brown dog 
25997	3296226598_1c892c4351.jpg	a man in a black leather jacket walk next to a white brick building in a big city 
25998	515702827_be3c6ce857.jpg	a man in a black shirt swim next to a girl on a pink surfboard 
25999	3071676551_a65741e372.jpg	a surfer riding a large wave
26000	597543181_6a85ef4c17.jpg	a young child swinging on a green swing 
26001	3468346269_9d162aacfe.jpg	a race car with a cloud of dust behind it
26002	262446581_06ef7d9445.jpg	a man sitting on an old piece of wood outside 
26003	2057160636_6e9cf3b5f0.jpg	person canoe in lake 
26004	3484832904_08619300d9.jpg	a girl close her eye a she swing the bat and miss the softball 
26005	269361490_a22ae818bf.jpg	four people dressed in black clothing stand together outside 
26006	3085226474_62aba51179.jpg	a group of woman are performing onstage 
26007	2355578735_286af5b202.jpg	a child wearing a gray sweater hold a crab and look at it 
26008	587604325_af5d6df679.jpg	two golden dog playing with one another
26009	977856234_0d9caee7b2.jpg	dog with pink jacket running in field
26010	3362592729_893e26b806.jpg	twome woman in black jumpsuit throw object in the air in sync 
26011	2622517932_57c52c376f.jpg	a child look at rodent in a glass display 
26012	2096771662_984441d20d.jpg	two people standing next to each other with mountain in the distance 
26013	2449289139_08fc1092c1.jpg	a dog running in a park 
26014	846085364_fc9d23df46.jpg	a small child in winter gear is making track in shallow snow 
26015	3215870337_c92a1a1b2f.jpg	a crowd of people view newspaper cover in washington dc
26016	930126921_1b94605bdc.jpg	one darkskinned man is eating french fry and blond woman is standing behind him
26017	2518094853_dfce24ce8c.jpg	a tan dog running through a grassy field with tree in the background
26018	1434607942_da5432c28c.jpg	a child wearing a red jacket is sitting on the man s shoulder 
26019	654130822_4aeb1f1273.jpg	a swimmer with goggles on looking towards something out of view 
26020	3258397351_1a70f1993d.jpg	a child being interviewed by a man with a microphone 
26021	3111402233_6285bcba7a.jpg	a dog on the beach shaking off water
26022	3174726084_c108de0a64.jpg	a flag is carried 
26023	3462396164_ba9849c14b.jpg	a crowd is gathering in a town square 
26024	3332136681_9aecf101fd.jpg	one construction worker in an orange vest shoveling rock while another one in a blue vest watch 
26025	3299820401_c2589186c5.jpg	a mountain biker wearing a colorful helmet ride downhill 
26026	3631810528_7233c0f421.jpg	two people being photographed from behind sitting on a bus
26027	3015898903_70bebb8903.jpg	man with red mark around mouth standing with two woman who are wearing black 
26028	1398606571_f543f7698a.jpg	a girl in an innertube enjoying the lake 
26029	3487419819_e3f89444ce.jpg	a dolphin poke it head out of the water 
26030	2278110011_ba846e7795.jpg	a little boy with an orange shirt is playing outside with bubble 
26031	2915538325_59e11276dd.jpg	a group of people watching a large explosion 
26032	2588456052_8842b47005.jpg	a female tennis player in a purple top and black skirt swing her racquet 
26033	2661489896_cc3425777e.jpg	a young boy wearing a hat dancing in the street
26034	3527184455_1a9c074ff2.jpg	two adult and two child sit on a park bench 
26035	2698666984_13e17236ae.jpg	a woman in a red vest jog down the street in a heavy rain 
26036	3430607596_7e4f74e3ff.jpg	a boy in a red suit play in the water 
26037	415793623_6c1225ae27.jpg	a middle aged woman climb a mountain 
26038	2321466753_5606a10721.jpg	a baby holding onto a handle 
26039	3477778668_81ff0a68e0.jpg	this wedding photo show the wedding party  in purple and white  gathered outside 
26040	3122888809_9ae9b4b9b2.jpg	a black dog is touching nose with a light brown dog 
26041	534655560_dc1c335b3f.jpg	a young girl with a painted face run in a backyard 
26042	3192266178_f9bf5d3dba.jpg	a man in blue with a black hat with a dog leaping at him in a parklike setting 
26043	2300920203_f29260b1db.jpg	a fluffy dog looking at a yellow chew toy 
26044	2292406847_f366350600.jpg	a man is rowing in a small boat called neptuno
26045	3718076407_0b4588d7bc.jpg	a brown and white dog retrieving a white plushie toy in a field of clover 
26046	3336759846_5220e27deb.jpg	the man and woman are talking outside at night 
26047	2475300106_b8563111ba.jpg	a beige dog run through the shrubbery toward the camera 
26048	2339516180_12493e8ecf.jpg	a man walk three white dog with spot down a street with palm tree 
26049	3184891327_8785194e3c.jpg	girl wearing pink and blue uniform are playing a soccer game 
26050	3391924827_53b31542ce.jpg	a cyclist jumping into the air
26051	3145869775_85dfae43bd.jpg	the lady is dressed for cold weather 
26052	2058091220_2087270068.jpg	a person is hang gliding over a sandy area 
26053	3187395715_f2940c2b72.jpg	a skateboarder midair with his skateboard 
26054	759015118_4bd3617e60.jpg	a little boy walk around with a white tshirt and black short outside 
26055	3668518431_43abb169eb.jpg	four powerboat racing across the sea 
26056	3029928396_99ac250788.jpg	a small boy raising his hand and standing among a lot of orange pumpkin 
26057	2461616306_3ee7ac1b4b.jpg	a boy jump into a pool on a bright sunny day 
26058	3263215700_e27f81f8b9.jpg	two white dog swim face to face in shady water 
26059	3285214689_f0219e9671.jpg	two basketball player oppose each other at the net 
26060	3304511635_113beaf458.jpg	two people dance in costume 
26061	2193223202_4d908c0450.jpg	three kid are resting after playing football
26062	3631136463_53ff624b82.jpg	the brown and black dog are carrying a big log in the meadow 
26063	3528251308_481a28283a.jpg	a skateboarder doe manual on a bench 
26064	694496803_f2a05869cf.jpg	a man is balancing a red ball on top of a pink umbrella in a city street 
26065	2125454445_5c5c4bf906.jpg	a small black and white dog on a leash wearing a shirt carrying a large stick 
26066	1554713437_61b64527dd.jpg	a brown dog walk on top of a felled tree trunk 
26067	1770036088_08abe4f6e9.jpg	a man and a girl in bed 
26068	1478268555_7e301fc510.jpg	a man is rock crawling up a rock wall
26069	286660725_ffdbdf3481.jpg	a night photo of a person making a fireball 
26070	3038941104_17ee91fc03.jpg	a skateboarder jumping a traffic cone 
26071	3530504007_3272c57e21.jpg	three men converse in a crowd 
26072	822836318_21544f0f78.jpg	a child wearing a black cap with an orange stripe is in a snow tunnel 
26073	2214132302_80064fd79d.jpg	a woman in orange sunglass jog 
26074	531152619_6db02a7ed9.jpg	two dog are biting each other in the snow 
26075	2682194299_92005b26c6.jpg	a tricolored dog is jumping over obstacle 
26076	2987121689_f9de6c479b.jpg	two soccer player battle for the ball during an intense match 
26077	2281768510_9cc5728c55.jpg	man wearing short standing in snow next to a body of water 
26078	3708244207_0d3a2b2f92.jpg	a man stand on a dock near several boat  while 2 other men are on one of the boat 
26079	386655611_1329495f97.jpg	a dog carry a very large tree branch in the snow 
26080	1785138090_76a56aaabc.jpg	a woman in a skimpy bathing suit walk away 
26081	1522787272_5a31497ef2.jpg	a muddy dog prance through the grass 
26082	2744321686_8811d8428c.jpg	a man read quietly alone in room 
26083	3604384157_99241be16e.jpg	people in colorful hat and shirt dance outside
26084	2225241766_f1e7132e3e.jpg	man in blue shirt and jean lying on some board with a man fishing in the background 
26085	2280354512_c0d035d53f.jpg	a dog play in the water 
26086	241345427_ece0d186c2.jpg	a football player dodge a tackle from his opponent 
26087	2194286203_5dc620006a.jpg	two child build a sand castle on the beach 
26088	3421789737_f625dd17ed.jpg	a young kid is standing up on the merry go round 
26089	887108308_2da97f15ef.jpg	a woman walk handinhand with a little boy who look like he s pulling out a wedgie
26090	3559993787_c49644dcc5.jpg	person on bike in air above two large boulder with sun overhead 
26091	3454199170_ae26917dcd.jpg	two white dog are being held on leash by two men in front of some car 
26092	2371809188_b805497cba.jpg	boy rock climbing on a blue wall while an adult look away 
26093	3725177385_62d5e13634.jpg	an antique car that is yellow is shown lined up with other car 
26094	3274375509_4fe91a94c0.jpg	a redhaired woman carry a baby on her chest in a carrier 
26095	435054077_3506dbfcf4.jpg	a young woman sits crosslegged beside her purse on the grass among a crowd of dog 
26096	320093980_5388cb3733.jpg	woman laughing a she is being licked by a brown dog 
26097	2759860913_f75b39d783.jpg	a man is standing on a rock in front of a mountainous area 
26098	2735792721_b8fe85e803.jpg	a child get squirted while squirting a water gun 
26099	109823394_83fcb735e1.jpg	three people ride their four wheeler through the field 
26100	3759230208_1c2a492b12.jpg	a boy at the end of a slip and slide 
26101	2695001634_127fe2f0d7.jpg	two woman wearing skirt and heel walking down a sidewalk 
26102	3502897880_8392d0e4de.jpg	a boy in blue jump on a skateboard while two others watch him
26103	3535664885_c848c0faee.jpg	hockey goaltender diving
26104	2891617125_f939f604c7.jpg	a man on a motorized bike ride across a dirt road 
26105	3344531479_03c69750e9.jpg	the tennis player hold his racket in preparation for the ball 
26106	241347114_6273736da8.jpg	a red uniformed football player tackle an opposing player 
26107	256283122_a4ef4a17cb.jpg	dog jump over owner to catch smilely faced frisbee  while spectator in the park watch
26108	3183060123_ea3af6278b.jpg	a person driving a green motorcycle
26109	3576312396_799c873f3e.jpg	people in speed raft drive in the water 
26110	2854291706_d4c31dbf56.jpg	a man put his arm around a woman a they look at sign on the street 
26111	2673148534_8daf0de833.jpg	a black dog run paralell to a wire fence in a grassy medow 
26112	437527058_189f2a7eef.jpg	a pair of people in heavy winter jacket ride through the snow on a snowmobile 
26113	3034585889_388d6ffcc0.jpg	a man on a dirt bike zipping away while another one slip to the ground and a third man in a yellow jacket look on 
26114	3095225232_2e6e6dc92e.jpg	several people ride up an escalator 
26115	3544483327_830349e7bc.jpg	a man in all black is using a green bike to trick over a sign saying   free dinner  
26116	478208896_90e7187b64.jpg	young woman wearing striped shirt rock climbing 
26117	2113530024_5bc6a90e42.jpg	four men in green at a soccer goal post trying to score  while 3 men in blue try to prevent it 
26118	2698614194_b4e6e11dff.jpg	five men play football 
26119	472860064_a96a228796.jpg	a shaggy dog jump outside in the grass 
26120	2426215757_e008a91fcb.jpg	a person on a waterski 
26121	3126773489_7ae425af17.jpg	the player in the white dribble the ball  while the player in the orange try to stop him 
26122	3714551959_66ece78f27.jpg	someone in green pant is standing on a snowboard 
26123	352382023_7605223d1c.jpg	a dog with a stick in his mouth walking through water 
26124	490390951_87395fcb1c.jpg	a person wearing grey tennis shoe is standing right where the wave stop on the sand 
26125	2491343114_a3e35a2a3a.jpg	a dog run across sand 
26126	539744890_85e63f5854.jpg	a man and young boy play on the monkey bar 
26127	3366904106_e996320d20.jpg	a skateboarder us a ramp 
26128	3454988449_1de1ef4f20.jpg	two little girl playing on the parallel bar 
26129	143684568_3c59299bae.jpg	a person stand on the top of a cliff a another attempt to climb it 
26130	343662720_39e4067cd1.jpg	an old man doze off near a bookshelf 
26131	2367816288_7c2d11d3c5.jpg	boy doing cartwheel in backyard 
26132	3446347599_0ecc49a9d5.jpg	the two men look at the shoreline from atop the bluff 
26133	3131107810_7e9b96cddc.jpg	four child huddle under a blanket 
26134	2087317114_cf06df5aa5.jpg	a man in a yellow jacket is floating on the river in a green kayak 
26135	377872472_35805fc143.jpg	three dog are playing around in the snow 
26136	2551632823_0cb7dd779b.jpg	the man ha curly brown hair  is eating an apple  and wearing a black shirt 
26137	1235580648_7eebaed9bc.jpg	the hatted male pose for a picture 
26138	251056963_c8b67f0107.jpg	a black and white dog walking over a blue dog ramp
26139	3591170729_406fdb74e5.jpg	a man wearing a white shirt and blue jean falling down on a skateboarding ramp 
26140	3109136206_f7d201b368.jpg	a brown dog step into murky water 
26141	498404951_527adba7b8.jpg	a white dog with long hair wade through a pond surrounded by green grass 
26142	3475092236_cf45d383c7.jpg	crow of people taking picture and clapping 
26143	897621891_efb1e00d1d.jpg	child swimming underwater with a toy in his hand 
26144	3456251289_c4ae31d817.jpg	a quad launch from a dirt jump 
26145	2400958566_4e09424046.jpg	a person cross the stream in front of a waterfall 
26146	536828916_b763b82949.jpg	a red haired woman look past the cameraman 
26147	2474092890_6c0781a8ed.jpg	someone is sitting on a wooden bench holding the picture of a face up in front of their own face 
26148	1341787777_4f1ebb1793.jpg	brown dog on grass  drinking water spray from left side of frame 
26149	160585932_fa6339f248.jpg	the four wheel drive car is driving through a river 
26150	1683444418_815f660379.jpg	two men are posing for a photograph in front of a fountain in a city 
26151	3206999917_e682672cbc.jpg	a young lassie looking dog is in the snow 
26152	2712787899_d85048eb6a.jpg	a woman in black jean sits on the railing of a bridge with a harbor in the background 
26153	2992999413_018f48aabc.jpg	a boy visit a amish community 
26154	270809922_043e3bef06.jpg	a lone man climbing high on a snowy mountain 
26155	1797507760_384744fb34.jpg	shirtless men hike through a canyon 
26156	2475162978_2c51048dca.jpg	a woman with a softball run after a child in a grassy lawn 
26157	3251906388_c09d44340e.jpg	two dog play tugofwar with a dark object in the snow 
26158	2885387575_9127ea10f1.jpg	a graying dog is pushing a blue soccer ball downhill with his nose 
26159	3406116788_c8f62e32d1.jpg	an older man in a blue hoodie is sitting down next to his bag 
26160	2351762979_0941aecced.jpg	a small child hang from a wire fence 
26161	2350400382_ced2b6c91e.jpg	a black dog caught in midjump catching a toy in his mouth 
26162	3686078365_9e655e238f.jpg	a topless woman with bright red hair watch a gay pride parade 
26163	3207654194_43d6bebd68.jpg	small  hairy dog running in the sand 
26164	1244485675_822e6efe60.jpg	the young asian boy look at his reflection in the park 
26165	3298175192_bbef524ddc.jpg	black and white dog chewing on a canon camera setting in the grass the camera is black and white 
26166	3314900697_c5c5ae9af6.jpg	the bull is running with a yellow fence behind him 
26167	3330935489_9cb67ca36b.jpg	a dog hold a large stick in it mouth in the wood 
26168	241347204_007d83e252.jpg	the red and white football team is talking with the official 
26169	3066429707_842e50b8f7.jpg	a child in a blue uniform kick a soccer ball 
26170	3491013009_572cf2c18a.jpg	a girl standing in a group wear a black shirt and pink bead 
26171	3165123595_8db9f918bf.jpg	there are four snow skier going down the side of a hill 
26172	502671104_b2114246c7.jpg	a girl wearing red submerges from the water 
26173	2975118353_5af5a5df54.jpg	a snowboarder launch into the air over white snow
26174	271770120_880e8d8e52.jpg	there are two blog dog playing tugowar outside 
26175	3111502208_71e2a414f5.jpg	two woman in a roller derby bash into each other 
26176	3081363964_d404eccae8.jpg	a dog is laying on his side on a sidewalk with his mouth open and showing his teeth 
26177	2580215443_4e64afe3d5.jpg	a group of people stand in a line on the concrete tile 
26178	2616561200_ea079f285a.jpg	a small dog chase a tennis ball on pavement 
26179	3650188378_cc8aea89f0.jpg	people in ghostbusters outfit stand on a sidewalk 
26180	2750867389_4b815f793a.jpg	man and little boy driving a large brown suv 
26181	1904112245_549e47c8aa.jpg	a dog standing on a log in a forest 
26182	2312746782_4528a5b818.jpg	the small girl in the red shirt push the little boy on the baby swing 
26183	1579206585_5ca6a24db0.jpg	a woman playing guitar in red and blue light
26184	466956209_2ffcea3941.jpg	a distant person is climbing up a very sheer mountain 
26185	3368819708_0bfa0808f8.jpg	a snowboarder is doing a trick 
26186	2387197355_237f6f41ee.jpg	a woman in a red dress and black mask is on a crowded dance floor
26187	2630806789_6835bbae95.jpg	several orange kayakers row in a mountain lake 
26188	2090997177_76d482b158.jpg	a small black dog running across the sand 
26189	262570082_6364f58f33.jpg	a collie and a black dog with a stick in the water 
26190	3351357065_a6a9b3d485.jpg	a man climb a snowy mountain 
